name	symbol	marketcap	price	change	high52	low52	volume	volumeavg	Start of Year
iShares MSCI Multifactor USA Index ETF	XFS	"=GoogleFinance(""TSE:XFS"",""marketcap"")"	"=GoogleFinance(""TSE:XFS"",""price"")"	"=GoogleFinance(""TSE:XFS"",""change"")"	"=GoogleFinance(""TSE:XFS"",""high52"")"	"=GoogleFinance(""TSE:XFS"",""low52"")"	"=GoogleFinance(""TSE:XFS"",""volume"")"	"=GoogleFinance(""TSE:XFS"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:XFS"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
iShares S&P U.S. Mid-Cap Index ETF	XMC	"=GoogleFinance(""TSE:XMC"",""marketcap"")"	"=GoogleFinance(""TSE:XMC"",""price"")"	"=GoogleFinance(""TSE:XMC"",""change"")"	"=GoogleFinance(""TSE:XMC"",""high52"")"	"=GoogleFinance(""TSE:XMC"",""low52"")"	"=GoogleFinance(""TSE:XMC"",""volume"")"	"=GoogleFinance(""TSE:XMC"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:XMC"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
iShares S&P U.S. Mid-Cap Index ETF (CAD-Hedged)	XMH	"=GoogleFinance(""TSE:XMH"",""marketcap"")"	"=GoogleFinance(""TSE:XMH"",""price"")"	"=GoogleFinance(""TSE:XMH"",""change"")"	"=GoogleFinance(""TSE:XMH"",""high52"")"	"=GoogleFinance(""TSE:XMH"",""low52"")"	"=GoogleFinance(""TSE:XMH"",""volume"")"	"=GoogleFinance(""TSE:XMH"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:XMH"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
iShares S&P U.S. Small-Cap Index ETF	XSMC	"=GoogleFinance(""TSE:XSMC"",""marketcap"")"	"=GoogleFinance(""TSE:XSMC"",""price"")"	"=GoogleFinance(""TSE:XSMC"",""change"")"	"=GoogleFinance(""TSE:XSMC"",""high52"")"	"=GoogleFinance(""TSE:XSMC"",""low52"")"	"=GoogleFinance(""TSE:XSMC"",""volume"")"	"=GoogleFinance(""TSE:XSMC"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:XSMC"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
iShares S&P U.S. Small-Cap Index ETF (CAD-Hedged)	XSMH	"=GoogleFinance(""TSE:XSMH"",""marketcap"")"	"=GoogleFinance(""TSE:XSMH"",""price"")"	"=GoogleFinance(""TSE:XSMH"",""change"")"	"=GoogleFinance(""TSE:XSMH"",""high52"")"	"=GoogleFinance(""TSE:XSMH"",""low52"")"	"=GoogleFinance(""TSE:XSMH"",""volume"")"	"=GoogleFinance(""TSE:XSMH"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:XSMH"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
iShares Silver Bullion ETF	SVR	"=GoogleFinance(""TSE:SVR"",""marketcap"")"	"=GoogleFinance(""TSE:SVR"",""price"")"	"=GoogleFinance(""TSE:SVR"",""change"")"	"=GoogleFinance(""TSE:SVR"",""high52"")"	"=GoogleFinance(""TSE:SVR"",""low52"")"	"=GoogleFinance(""TSE:SVR"",""volume"")"	"=GoogleFinance(""TSE:SVR"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:SVR"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
iShares U.S. High Dividend Equity Index ETF	XHU	"=GoogleFinance(""TSE:XHU"",""marketcap"")"	"=GoogleFinance(""TSE:XHU"",""price"")"	"=GoogleFinance(""TSE:XHU"",""change"")"	"=GoogleFinance(""TSE:XHU"",""high52"")"	"=GoogleFinance(""TSE:XHU"",""low52"")"	"=GoogleFinance(""TSE:XHU"",""volume"")"	"=GoogleFinance(""TSE:XHU"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:XHU"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
iShares U.S. High Dividend Equity Index ETF (CAD-Hedged)	XHD	"=GoogleFinance(""TSE:XHD"",""marketcap"")"	"=GoogleFinance(""TSE:XHD"",""price"")"	"=GoogleFinance(""TSE:XHD"",""change"")"	"=GoogleFinance(""TSE:XHD"",""high52"")"	"=GoogleFinance(""TSE:XHD"",""low52"")"	"=GoogleFinance(""TSE:XHD"",""volume"")"	"=GoogleFinance(""TSE:XHD"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:XHD"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
iShares U.S. High Yield Bond Index ETF (CAD-Hedged)	XHY	"=GoogleFinance(""TSE:XHY"",""marketcap"")"	"=GoogleFinance(""TSE:XHY"",""price"")"	"=GoogleFinance(""TSE:XHY"",""change"")"	"=GoogleFinance(""TSE:XHY"",""high52"")"	"=GoogleFinance(""TSE:XHY"",""low52"")"	"=GoogleFinance(""TSE:XHY"",""volume"")"	"=GoogleFinance(""TSE:XHY"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:XHY"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
iShares U.S. High Yield Fixed Income Index ETF (CAD-Hedged)	CHB	"=GoogleFinance(""TSE:CHB"",""marketcap"")"	"=GoogleFinance(""TSE:CHB"",""price"")"	"=GoogleFinance(""TSE:CHB"",""change"")"	"=GoogleFinance(""TSE:CHB"",""high52"")"	"=GoogleFinance(""TSE:CHB"",""low52"")"	"=GoogleFinance(""TSE:CHB"",""volume"")"	"=GoogleFinance(""TSE:CHB"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:CHB"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
iShares U.S. IG Corporate Bond Index ETF (CAD-Hedged)	XIG	"=GoogleFinance(""TSE:XIG"",""marketcap"")"	"=GoogleFinance(""TSE:XIG"",""price"")"	"=GoogleFinance(""TSE:XIG"",""change"")"	"=GoogleFinance(""TSE:XIG"",""high52"")"	"=GoogleFinance(""TSE:XIG"",""low52"")"	"=GoogleFinance(""TSE:XIG"",""volume"")"	"=GoogleFinance(""TSE:XIG"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:XIG"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
iShares U.S. Small Cap Index ETF (CAD-Hedged)	XSU	"=GoogleFinance(""TSE:XSU"",""marketcap"")"	"=GoogleFinance(""TSE:XSU"",""price"")"	"=GoogleFinance(""TSE:XSU"",""change"")"	"=GoogleFinance(""TSE:XSU"",""high52"")"	"=GoogleFinance(""TSE:XSU"",""low52"")"	"=GoogleFinance(""TSE:XSU"",""volume"")"	"=GoogleFinance(""TSE:XSU"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:XSU"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Ivanhoe Mines Ltd.	IVN	"=GoogleFinance(""TSE:IVN"",""marketcap"")"	"=GoogleFinance(""TSE:IVN"",""price"")"	"=GoogleFinance(""TSE:IVN"",""change"")"	"=GoogleFinance(""TSE:IVN"",""high52"")"	"=GoogleFinance(""TSE:IVN"",""low52"")"	"=GoogleFinance(""TSE:IVN"",""volume"")"	"=GoogleFinance(""TSE:IVN"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:IVN"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Jaguar Mining Inc.	JAG	"=GoogleFinance(""TSE:JAG"",""marketcap"")"	"=GoogleFinance(""TSE:JAG"",""price"")"	"=GoogleFinance(""TSE:JAG"",""change"")"	"=GoogleFinance(""TSE:JAG"",""high52"")"	"=GoogleFinance(""TSE:JAG"",""low52"")"	"=GoogleFinance(""TSE:JAG"",""volume"")"	"=GoogleFinance(""TSE:JAG"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:JAG"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Jamieson Wellness Inc.	JWEL	"=GoogleFinance(""TSE:JWEL"",""marketcap"")"	"=GoogleFinance(""TSE:JWEL"",""price"")"	"=GoogleFinance(""TSE:JWEL"",""change"")"	"=GoogleFinance(""TSE:JWEL"",""high52"")"	"=GoogleFinance(""TSE:JWEL"",""low52"")"	"=GoogleFinance(""TSE:JWEL"",""volume"")"	"=GoogleFinance(""TSE:JWEL"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:JWEL"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Josemaria Resources Inc.	JOSE	"=GoogleFinance(""TSE:JOSE"",""marketcap"")"	"=GoogleFinance(""TSE:JOSE"",""price"")"	"=GoogleFinance(""TSE:JOSE"",""change"")"	"=GoogleFinance(""TSE:JOSE"",""high52"")"	"=GoogleFinance(""TSE:JOSE"",""low52"")"	"=GoogleFinance(""TSE:JOSE"",""volume"")"	"=GoogleFinance(""TSE:JOSE"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:JOSE"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Journey Energy Inc.	JOY	"=GoogleFinance(""TSE:JOY"",""marketcap"")"	"=GoogleFinance(""TSE:JOY"",""price"")"	"=GoogleFinance(""TSE:JOY"",""change"")"	"=GoogleFinance(""TSE:JOY"",""high52"")"	"=GoogleFinance(""TSE:JOY"",""low52"")"	"=GoogleFinance(""TSE:JOY"",""volume"")"	"=GoogleFinance(""TSE:JOY"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:JOY"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Just Energy Group Inc.	JE	"=GoogleFinance(""TSE:JE"",""marketcap"")"	"=GoogleFinance(""TSE:JE"",""price"")"	"=GoogleFinance(""TSE:JE"",""change"")"	"=GoogleFinance(""TSE:JE"",""high52"")"	"=GoogleFinance(""TSE:JE"",""low52"")"	"=GoogleFinance(""TSE:JE"",""volume"")"	"=GoogleFinance(""TSE:JE"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:JE"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
K-Bro Linen Inc.	KBL	"=GoogleFinance(""TSE:KBL"",""marketcap"")"	"=GoogleFinance(""TSE:KBL"",""price"")"	"=GoogleFinance(""TSE:KBL"",""change"")"	"=GoogleFinance(""TSE:KBL"",""high52"")"	"=GoogleFinance(""TSE:KBL"",""low52"")"	"=GoogleFinance(""TSE:KBL"",""volume"")"	"=GoogleFinance(""TSE:KBL"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:KBL"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
K92 Mining Inc.	KNT	"=GoogleFinance(""TSE:KNT"",""marketcap"")"	"=GoogleFinance(""TSE:KNT"",""price"")"	"=GoogleFinance(""TSE:KNT"",""change"")"	"=GoogleFinance(""TSE:KNT"",""high52"")"	"=GoogleFinance(""TSE:KNT"",""low52"")"	"=GoogleFinance(""TSE:KNT"",""volume"")"	"=GoogleFinance(""TSE:KNT"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:KNT"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Karnalyte Resources Inc.	KRN	"=GoogleFinance(""TSE:KRN"",""marketcap"")"	"=GoogleFinance(""TSE:KRN"",""price"")"	"=GoogleFinance(""TSE:KRN"",""change"")"	"=GoogleFinance(""TSE:KRN"",""high52"")"	"=GoogleFinance(""TSE:KRN"",""low52"")"	"=GoogleFinance(""TSE:KRN"",""volume"")"	"=GoogleFinance(""TSE:KRN"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:KRN"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Karora Resources Inc.	KRR	"=GoogleFinance(""TSE:KRR"",""marketcap"")"	"=GoogleFinance(""TSE:KRR"",""price"")"	"=GoogleFinance(""TSE:KRR"",""change"")"	"=GoogleFinance(""TSE:KRR"",""high52"")"	"=GoogleFinance(""TSE:KRR"",""low52"")"	"=GoogleFinance(""TSE:KRR"",""volume"")"	"=GoogleFinance(""TSE:KRR"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:KRR"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Kelso Technologies Inc.	KLS	"=GoogleFinance(""TSE:KLS"",""marketcap"")"	"=GoogleFinance(""TSE:KLS"",""price"")"	"=GoogleFinance(""TSE:KLS"",""change"")"	"=GoogleFinance(""TSE:KLS"",""high52"")"	"=GoogleFinance(""TSE:KLS"",""low52"")"	"=GoogleFinance(""TSE:KLS"",""volume"")"	"=GoogleFinance(""TSE:KLS"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:KLS"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Kelt Exploration Ltd.	KEL	"=GoogleFinance(""TSE:KEL"",""marketcap"")"	"=GoogleFinance(""TSE:KEL"",""price"")"	"=GoogleFinance(""TSE:KEL"",""change"")"	"=GoogleFinance(""TSE:KEL"",""high52"")"	"=GoogleFinance(""TSE:KEL"",""low52"")"	"=GoogleFinance(""TSE:KEL"",""volume"")"	"=GoogleFinance(""TSE:KEL"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:KEL"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Kerr Mines Inc.	KER	"=GoogleFinance(""TSE:KER"",""marketcap"")"	"=GoogleFinance(""TSE:KER"",""price"")"	"=GoogleFinance(""TSE:KER"",""change"")"	"=GoogleFinance(""TSE:KER"",""high52"")"	"=GoogleFinance(""TSE:KER"",""low52"")"	"=GoogleFinance(""TSE:KER"",""volume"")"	"=GoogleFinance(""TSE:KER"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:KER"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Keyera Corp.	KEY	"=GoogleFinance(""TSE:KEY"",""marketcap"")"	"=GoogleFinance(""TSE:KEY"",""price"")"	"=GoogleFinance(""TSE:KEY"",""change"")"	"=GoogleFinance(""TSE:KEY"",""high52"")"	"=GoogleFinance(""TSE:KEY"",""low52"")"	"=GoogleFinance(""TSE:KEY"",""volume"")"	"=GoogleFinance(""TSE:KEY"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:KEY"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Kinaxis Inc.	KXS	"=GoogleFinance(""TSE:KXS"",""marketcap"")"	"=GoogleFinance(""TSE:KXS"",""price"")"	"=GoogleFinance(""TSE:KXS"",""change"")"	"=GoogleFinance(""TSE:KXS"",""high52"")"	"=GoogleFinance(""TSE:KXS"",""low52"")"	"=GoogleFinance(""TSE:KXS"",""volume"")"	"=GoogleFinance(""TSE:KXS"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:KXS"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Kinross Gold Corporation	K	"=GoogleFinance(""TSE:K"",""marketcap"")"	"=GoogleFinance(""TSE:K"",""price"")"	"=GoogleFinance(""TSE:K"",""change"")"	"=GoogleFinance(""TSE:K"",""high52"")"	"=GoogleFinance(""TSE:K"",""low52"")"	"=GoogleFinance(""TSE:K"",""volume"")"	"=GoogleFinance(""TSE:K"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:K"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Kirkland Lake Gold Ltd.	KL	"=GoogleFinance(""TSE:KL"",""marketcap"")"	"=GoogleFinance(""TSE:KL"",""price"")"	"=GoogleFinance(""TSE:KL"",""change"")"	"=GoogleFinance(""TSE:KL"",""high52"")"	"=GoogleFinance(""TSE:KL"",""low52"")"	"=GoogleFinance(""TSE:KL"",""volume"")"	"=GoogleFinance(""TSE:KL"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:KL"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Knight Therapeutics Inc.	GUD	"=GoogleFinance(""TSE:GUD"",""marketcap"")"	"=GoogleFinance(""TSE:GUD"",""price"")"	"=GoogleFinance(""TSE:GUD"",""change"")"	"=GoogleFinance(""TSE:GUD"",""high52"")"	"=GoogleFinance(""TSE:GUD"",""low52"")"	"=GoogleFinance(""TSE:GUD"",""volume"")"	"=GoogleFinance(""TSE:GUD"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:GUD"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Kolibri Global Energy Inc.	KEI	"=GoogleFinance(""TSE:KEI"",""marketcap"")"	"=GoogleFinance(""TSE:KEI"",""price"")"	"=GoogleFinance(""TSE:KEI"",""change"")"	"=GoogleFinance(""TSE:KEI"",""high52"")"	"=GoogleFinance(""TSE:KEI"",""low52"")"	"=GoogleFinance(""TSE:KEI"",""volume"")"	"=GoogleFinance(""TSE:KEI"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:KEI"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
KP Tissue Inc.	KPT	"=GoogleFinance(""TSE:KPT"",""marketcap"")"	"=GoogleFinance(""TSE:KPT"",""price"")"	"=GoogleFinance(""TSE:KPT"",""change"")"	"=GoogleFinance(""TSE:KPT"",""high52"")"	"=GoogleFinance(""TSE:KPT"",""low52"")"	"=GoogleFinance(""TSE:KPT"",""volume"")"	"=GoogleFinance(""TSE:KPT"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:KPT"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Laramide Resources Ltd.	LAM	"=GoogleFinance(""TSE:LAM"",""marketcap"")"	"=GoogleFinance(""TSE:LAM"",""price"")"	"=GoogleFinance(""TSE:LAM"",""change"")"	"=GoogleFinance(""TSE:LAM"",""high52"")"	"=GoogleFinance(""TSE:LAM"",""low52"")"	"=GoogleFinance(""TSE:LAM"",""volume"")"	"=GoogleFinance(""TSE:LAM"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:LAM"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Largo Resources Ltd.	LGO	"=GoogleFinance(""TSE:LGO"",""marketcap"")"	"=GoogleFinance(""TSE:LGO"",""price"")"	"=GoogleFinance(""TSE:LGO"",""change"")"	"=GoogleFinance(""TSE:LGO"",""high52"")"	"=GoogleFinance(""TSE:LGO"",""low52"")"	"=GoogleFinance(""TSE:LGO"",""volume"")"	"=GoogleFinance(""TSE:LGO"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:LGO"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Laurentian Bank of Canada	LB	"=GoogleFinance(""TSE:LB"",""marketcap"")"	"=GoogleFinance(""TSE:LB"",""price"")"	"=GoogleFinance(""TSE:LB"",""change"")"	"=GoogleFinance(""TSE:LB"",""high52"")"	"=GoogleFinance(""TSE:LB"",""low52"")"	"=GoogleFinance(""TSE:LB"",""volume"")"	"=GoogleFinance(""TSE:LB"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:LB"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Leon's Furniture Limited	LNF	"=GoogleFinance(""TSE:LNF"",""marketcap"")"	"=GoogleFinance(""TSE:LNF"",""price"")"	"=GoogleFinance(""TSE:LNF"",""change"")"	"=GoogleFinance(""TSE:LNF"",""high52"")"	"=GoogleFinance(""TSE:LNF"",""low52"")"	"=GoogleFinance(""TSE:LNF"",""volume"")"	"=GoogleFinance(""TSE:LNF"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:LNF"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Liberty Gold Corp.	LGD	"=GoogleFinance(""TSE:LGD"",""marketcap"")"	"=GoogleFinance(""TSE:LGD"",""price"")"	"=GoogleFinance(""TSE:LGD"",""change"")"	"=GoogleFinance(""TSE:LGD"",""high52"")"	"=GoogleFinance(""TSE:LGD"",""low52"")"	"=GoogleFinance(""TSE:LGD"",""volume"")"	"=GoogleFinance(""TSE:LGD"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:LGD"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Life & Banc Split Corp.	LBS	"=GoogleFinance(""TSE:LBS"",""marketcap"")"	"=GoogleFinance(""TSE:LBS"",""price"")"	"=GoogleFinance(""TSE:LBS"",""change"")"	"=GoogleFinance(""TSE:LBS"",""high52"")"	"=GoogleFinance(""TSE:LBS"",""low52"")"	"=GoogleFinance(""TSE:LBS"",""volume"")"	"=GoogleFinance(""TSE:LBS"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:LBS"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Lightspeed POS Inc.	LSPD	"=GoogleFinance(""TSE:LSPD"",""marketcap"")"	"=GoogleFinance(""TSE:LSPD"",""price"")"	"=GoogleFinance(""TSE:LSPD"",""change"")"	"=GoogleFinance(""TSE:LSPD"",""high52"")"	"=GoogleFinance(""TSE:LSPD"",""low52"")"	"=GoogleFinance(""TSE:LSPD"",""volume"")"	"=GoogleFinance(""TSE:LSPD"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:LSPD"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Lithium Americas Corp.	LAC	"=GoogleFinance(""TSE:LAC"",""marketcap"")"	"=GoogleFinance(""TSE:LAC"",""price"")"	"=GoogleFinance(""TSE:LAC"",""change"")"	"=GoogleFinance(""TSE:LAC"",""high52"")"	"=GoogleFinance(""TSE:LAC"",""low52"")"	"=GoogleFinance(""TSE:LAC"",""volume"")"	"=GoogleFinance(""TSE:LAC"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:LAC"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Loblaw Companies Limited	L	"=GoogleFinance(""TSE:L"",""marketcap"")"	"=GoogleFinance(""TSE:L"",""price"")"	"=GoogleFinance(""TSE:L"",""change"")"	"=GoogleFinance(""TSE:L"",""high52"")"	"=GoogleFinance(""TSE:L"",""low52"")"	"=GoogleFinance(""TSE:L"",""volume"")"	"=GoogleFinance(""TSE:L"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:L"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Loncor Resources Inc.	LN	"=GoogleFinance(""TSE:LN"",""marketcap"")"	"=GoogleFinance(""TSE:LN"",""price"")"	"=GoogleFinance(""TSE:LN"",""change"")"	"=GoogleFinance(""TSE:LN"",""high52"")"	"=GoogleFinance(""TSE:LN"",""low52"")"	"=GoogleFinance(""TSE:LN"",""volume"")"	"=GoogleFinance(""TSE:LN"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:LN"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Lucara Diamond Corp.	LUC	"=GoogleFinance(""TSE:LUC"",""marketcap"")"	"=GoogleFinance(""TSE:LUC"",""price"")"	"=GoogleFinance(""TSE:LUC"",""change"")"	"=GoogleFinance(""TSE:LUC"",""high52"")"	"=GoogleFinance(""TSE:LUC"",""low52"")"	"=GoogleFinance(""TSE:LUC"",""volume"")"	"=GoogleFinance(""TSE:LUC"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:LUC"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Lundin Gold Inc.	LUG	"=GoogleFinance(""TSE:LUG"",""marketcap"")"	"=GoogleFinance(""TSE:LUG"",""price"")"	"=GoogleFinance(""TSE:LUG"",""change"")"	"=GoogleFinance(""TSE:LUG"",""high52"")"	"=GoogleFinance(""TSE:LUG"",""low52"")"	"=GoogleFinance(""TSE:LUG"",""volume"")"	"=GoogleFinance(""TSE:LUG"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:LUG"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
LXRandCo, Inc.	LXR	"=GoogleFinance(""TSE:LXR"",""marketcap"")"	"=GoogleFinance(""TSE:LXR"",""price"")"	"=GoogleFinance(""TSE:LXR"",""change"")"	"=GoogleFinance(""TSE:LXR"",""high52"")"	"=GoogleFinance(""TSE:LXR"",""low52"")"	"=GoogleFinance(""TSE:LXR"",""volume"")"	"=GoogleFinance(""TSE:LXR"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:LXR"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Mackenzie Global Sustainable Dividend Index ETF	MDVD	"=GoogleFinance(""TSE:MDVD"",""marketcap"")"	"=GoogleFinance(""TSE:MDVD"",""price"")"	"=GoogleFinance(""TSE:MDVD"",""change"")"	"=GoogleFinance(""TSE:MDVD"",""high52"")"	"=GoogleFinance(""TSE:MDVD"",""low52"")"	"=GoogleFinance(""TSE:MDVD"",""volume"")"	"=GoogleFinance(""TSE:MDVD"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:MDVD"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Mackenzie U.S. Aggregate Bond Index ETF (CAD-Hedged)	QUB	"=GoogleFinance(""TSE:QUB"",""marketcap"")"	"=GoogleFinance(""TSE:QUB"",""price"")"	"=GoogleFinance(""TSE:QUB"",""change"")"	"=GoogleFinance(""TSE:QUB"",""high52"")"	"=GoogleFinance(""TSE:QUB"",""low52"")"	"=GoogleFinance(""TSE:QUB"",""volume"")"	"=GoogleFinance(""TSE:QUB"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:QUB"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Mackenzie US Large Cap Equity Index ETF	QUU	"=GoogleFinance(""TSE:QUU"",""marketcap"")"	"=GoogleFinance(""TSE:QUU"",""price"")"	"=GoogleFinance(""TSE:QUU"",""change"")"	"=GoogleFinance(""TSE:QUU"",""high52"")"	"=GoogleFinance(""TSE:QUU"",""low52"")"	"=GoogleFinance(""TSE:QUU"",""volume"")"	"=GoogleFinance(""TSE:QUU"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:QUU"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Madison Pacific Properties Inc.	MPC	"=GoogleFinance(""TSE:MPC"",""marketcap"")"	"=GoogleFinance(""TSE:MPC"",""price"")"	"=GoogleFinance(""TSE:MPC"",""change"")"	"=GoogleFinance(""TSE:MPC"",""high52"")"	"=GoogleFinance(""TSE:MPC"",""low52"")"	"=GoogleFinance(""TSE:MPC"",""volume"")"	"=GoogleFinance(""TSE:MPC"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:MPC"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
MAG Silver Corp.	MAG	"=GoogleFinance(""TSE:MAG"",""marketcap"")"	"=GoogleFinance(""TSE:MAG"",""price"")"	"=GoogleFinance(""TSE:MAG"",""change"")"	"=GoogleFinance(""TSE:MAG"",""high52"")"	"=GoogleFinance(""TSE:MAG"",""low52"")"	"=GoogleFinance(""TSE:MAG"",""volume"")"	"=GoogleFinance(""TSE:MAG"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:MAG"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Magna International Inc.	MG	"=GoogleFinance(""TSE:MG"",""marketcap"")"	"=GoogleFinance(""TSE:MG"",""price"")"	"=GoogleFinance(""TSE:MG"",""change"")"	"=GoogleFinance(""TSE:MG"",""high52"")"	"=GoogleFinance(""TSE:MG"",""low52"")"	"=GoogleFinance(""TSE:MG"",""volume"")"	"=GoogleFinance(""TSE:MG"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:MG"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Mainstreet Equity Corp.	MEQ	"=GoogleFinance(""TSE:MEQ"",""marketcap"")"	"=GoogleFinance(""TSE:MEQ"",""price"")"	"=GoogleFinance(""TSE:MEQ"",""change"")"	"=GoogleFinance(""TSE:MEQ"",""high52"")"	"=GoogleFinance(""TSE:MEQ"",""low52"")"	"=GoogleFinance(""TSE:MEQ"",""volume"")"	"=GoogleFinance(""TSE:MEQ"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:MEQ"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
